# Time-averaged data for fix myat8
# TimeStep v_volume
0 1956.88
200 1956.88
400 1956.88
600 1956.88
800 1956.88
1000 1956.88
1200 1956.88
1400 1956.88
1600 1956.88
1800 1956.88
2000 1956.88
2200 1956.88
2400 1956.88
2600 1956.88
2800 1956.88
3000 1956.88
3200 1956.88
3400 1956.88
3600 1956.88
3800 1956.88
4000 1956.88
4200 1956.88
4400 1956.88
4600 1956.88
4800 1956.88
5000 1956.88
5200 1956.88
5400 1956.88
5600 1956.88
5800 1956.88
6000 1956.88
6200 1956.88
6400 1956.88
6600 1956.88
6800 1956.88
7000 1956.88
7200 1956.88
7400 1956.88
7600 1956.88
7800 1956.88
8000 1956.88
8200 1956.88
8400 1956.88
8600 1956.88
8800 1956.88
9000 1956.88
9200 1956.88
9400 1956.88
9600 1956.88
9800 1956.88
10000 1956.88
10200 1956.88
10400 1956.88
10600 1956.88
10800 1956.88
11000 1956.88
11200 1956.88
11400 1956.88
11600 1956.88
11800 1956.88
12000 1956.88
12200 1956.88
12400 1956.88
12600 1956.88
12800 1956.88
13000 1956.88
13200 1956.88
13400 1956.88
13600 1956.88
13800 1956.88
14000 1956.88
14200 1956.88
14400 1956.88
14600 1956.88
14800 1956.88
15000 1956.88
15200 1956.88
15400 1956.88
15600 1956.88
15800 1956.88
16000 1956.88
16200 1956.88
16400 1956.88
16600 1956.88
16800 1956.88
17000 1956.88
17200 1956.88
17400 1956.88
17600 1956.88
17800 1956.88
18000 1956.88
18200 1956.88
18400 1956.88
18600 1956.88
18800 1956.88
19000 1956.88
19200 1956.88
19400 1956.88
19600 1956.88
19800 1956.88
20000 1956.88
